"INF06_01","INF06_02","INF06_03","INF24_01","INF24_02","INF24_03","INF48_01","INF48_02","INF48_03","CON06_01","CON06_02","CON06_03","CON24_01","CON24_02","CON24_03","CON48_01","CON48_02","CON48_03"
5118,6089,6089,3764,4881,4853,4088,5302,5139,4522,4791,4791,5531,5192,3988,4818,4488,4630
3340,3432,3432,5588,4717,4412,3526,4337,6917,2845,3114,3114,4127,4577,5605,2195,4197,4576
6303,6519,6519,6301,8116,7217,3691,6472,7198,5064,3980,3980,8674,6397,7341,5883,5513,7314
3914,2426,2426,0,0,2225,4642,3021,6360,0,0,0,0,3538,3303,5037,5948,1763
11486,12351,12351,11712,10603,6991,9703,10810,10302,11334,12162,12162,11368,9585,7708,10908,10495,10287
2655,2950,2950,3545,1929,2610,2649,2382,2242,2392,2980,2980,2314,3435,2688,3319,1725,3081
5570,10320,10320,0,9763,0,12053,1306,0,10728,0,0,10397,1282,6579,6716,0,11024
0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0
11758,13090,13090,11293,3236,12166,10329,5351,4961,3088,12160,12160,5340,7492,10807,7390,8063,4444
0,0,0,0,30256,12189,31818,7213,30920,0,18990,18990,33524,21288,30349,18038,9359,29465
1129,445,445,372,580,557,514,546,156,173,0,0,683,460,614,482,875,535
107,2607,2607,0,0,0,0,0,37,0,152,152,12,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0
0,0,0,195,143,215,0,285,247,263,0,0,123,0,195,184,0,155
78,0,0,0,0,0,0,70,73,82,0,0,0,0,0,0,0,257
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
0,488,488,523,0,576,0,0,0,389,0,0,0,243,0,390,0,677
0,171,171,208,207,153,201,216,86,0,180,180,30,221,134,0,186,304
161,65,65,219,83,114,123,134,0,192,179,179,332,0,225,0,0,0
8412,10444,10444,13202,11468,8766,11532,7473,9478,10334,7102,7102,10274,11476,8790,9048,10347,8969
0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
0,0,0,200,175,0,0,150,289,130,118,118,348,0,161,0,0,0
0,0,0,0,91,0,40,2,72,50,44,44,119,47,60,0,0,62
0,0,0,0,212,0,0,0,0,0,0,0,248,0,0,0,0,0
0,0,0,0,0,0,0,23,32,0,0,0,0,0,0,35,0,0
0,203,203,105,0,0,146,575,0,222,0,0,197,124,150,0,0,190
0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0
0,0,0,0,0,0,0,0,399,0,0,0,0,350,0,0,0,0
0,0,0,0,0,64,0,60,0,0,0,0,47,63,0,0,113,69
99,296,296,509,499,0,117,0,373,235,400,400,455,334,409,228,0,310
0,89,89,102,94,88,77,0,0,0,85,85,0,0,85,131,0,0
0,0,0,141,153,143,0,0,0,0,0,0,18950,212,214,215,196,120
0,0,0,275,0,0,127,134,0,156,99,99,322,325,347,348,384,393
0,0,0,0,63,0,0,69,4,0,0,0,0,0,0,0,0,241
123,0,0,281,0,0,0,0,0,130,0,0,252,0,19,247,0,238
0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
104,131,131,339,235,196,211,120,274,36,185,185,409,216,279,239,38,301
145,132,132,0,0,0,0,0,0,0,0,0,0,139,107,0,140,156
445,0,0,267,0,0,0,0,0,0,0,0,0,0,114,418,0,296
0,69,69,0,278,0,522,0,593,234,466,466,0,0,347,0,0,0
0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0
1245,14,14,0,1034,0,855,742,0,0,2114,2114,287,0,0,0,207,0
890,543,543,181,0,779,1222,1753,663,1869,542,542,1761,999,82,2839,354,337
0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0
359,0,0,0,239,210,356,0,226,290,0,0,0,0,0,0,0,0
0,0,0,33549,0,0,0,0,0,0,0,0,0,0,0,0,55820,0
0,0,0,0,0,399,341,121,650,449,231,231,246,0,194,266,0,0
0,83,83,0,89,0,0,60,925,28,75,75,0,93,127,218,86,113
0,348,348,326,28,251,463,269,51,0,200,200,243,153,249,295,217,370
0,125,125,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1616,1616,0,495,42124,0,0,597,978,0,0,61779,53828,904,9028,24122,15568
2399,1977,1977,4027,2729,2925,0,2756,0,6202,5953,5953,1484,3853,0,3709,0,2323
0,10158,10158,8115,5188,6386,451,6464,3905,11034,10371,10371,0,8053,6722,5579,8968,8543
0,0,0,4305,5150,0,5236,5025,3587,7414,6999,6999,664,782,0,0,3558,0
0,0,0,0,5151,3226,2399,2809,2495,10135,9375,9375,3252,0,5960,0,0,6501
399,259,259,0,142,353,1394,0,1058,1382,1942,1942,0,1153,0,1230,2476,0
6034,0,0,3552,0,0,0,4421,3978,6817,6929,6929,0,3679,0,0,5320,0
0,0,0,1023,0,2109,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2461,0,0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,0,0,519,0,152,152,0,0,0,6,0,0
0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,248,0,343,0,0,0,111,0,0,0,0,187
0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
0,469,469,277,242,0,0,481,411,462,0,0,422,0,163,0,201,369
257,276,276,1453,721,4888,474,1006,0,805,0,0,0,2219,1418,299,890,1742
488,227,227,21,45,47,0,0,0,133,176,176,143,0,0,0,194,36
359,11,11,205,0,0,312,0,5,0,0,0,0,0,0,0,0,218
0,308,308,0,0,0,397,90,0,5,353,353,13486,0,0,0,116,231
0,0,0,0,0,0,0,0,9,0,5,5,0,0,0,0,0,0
0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0
141,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,157,0,191,0,0,0,0,0,0,0,0
155,252,252,39,158,139,0,0,0,174,156,156,0,0,213,100,0,0
60,0,0,0,0,0,0,21,53,0,30,30,0,0,43,0,38,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,923,963,0,2936,525,0,0,0,0,0,0,2754,1093,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,2027,0,0,0,163,0,0,0,0,82,0,85,0,0
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,124,0,0,0,0,0,0,0,0,141,122,132,70
1041,192,192,738,610,709,142,308,236,651,384,384,535,621,0,607,0,0
0,0,0,53,0,0,43,0,0,0,0,0,0,137,0,52,0,0
0,0,0,9,0,299,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9,0,0,0,0,0,91,0,30906,75,65
856,895,895,472,733,48,741,794,0,385,896,896,0,0,0,705,851,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0
4584,2963,2963,0,6170,2210,2159,2429,1275,2773,0,0,0,3866,10039,12310,2738,2431
382,364,364,238,103,180,312,129,186,312,320,320,0,137,121,149,125,0
368,668,668,661,0,0,208,0,0,0,0,0,0,0,0,0,0,311
0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,46,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
0,0,0,0,0,0,0,0,0,186,141,141,232,0,0,0,0,0
3036,2490,2490,2243,1419,1869,2580,2092,2844,2420,2885,2885,1097,1266,1165,1641,1265,1584
946,989,989,940,756,655,1374,1539,270,735,1034,1034,510,674,681,749,780,956
0,396,396,575,0,622,0,16,598,0,0,0,839,424,391,322,200,365
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,415,415,458,161,383,423,0,407,283,0,0,847,546,0,490,0,0
356,379,379,488,0,0,614,270,737,0,208,208,137,0,321,0,0,0
0,267,267,0,0,478,0,268,0,0,0,0,575,310,106,349,615,354
585,139,139,390,577,209,248,0,334,289,697,697,194,2,387,576,76,0
1286,1519,1519,1928,2088,2148,1437,1418,1301,1720,1656,1656,2250,2049,2499,2288,2214,2019
92,0,0,0,0,61,77,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,122,122,0,42,139,0,189,261,0,43,43,209,0,0,0,1591,0
0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,84,0
471,292,292,522,436,416,295,438,391,735,218,218,458,525,527,276,336,276
0,0,0,0,94,0,0,305,0,0,119,119,0,58,0,269,0,0
544,582,582,737,696,395,677,495,959,620,714,714,271,356,577,203,373,285
0,0,0,0,4401,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,31,39,37,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0
3,0,0,0,104,0,0,3,0,0,0,0,133,0,0,166,0,160
0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,239,235,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0
80,355,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,150,31,0,0,0,0,136,16,0,0,0,0,0,0,0,0
0,0,0,0,108,115,0,80,85,0,0,0,0,85,0,92,0,0
0,0,0,0,0,0,0,0,0,0,3051,3051,0,0,0,0,0,0
0,0,0,0,109,0,112,0,171,0,0,0,0,104,44,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,101,0,0,0,0,95,0,0,0,0,95
0,0,0,84,0,73,0,0,0,0,0,0,69,0,0,0,79,0
10118,4282,4282,1227,2901,2488,7489,3956,8623,11403,7445,7445,1509,1450,1452,378,917,643
116,210,210,0,175,138,117,0,64,0,0,0,143,0,213,146,0,87
815,0,0,1389,807,106,757,458,752,0,94,94,851,996,1077,548,661,0
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,254,0,0,0,0,0,0,0,252,0,0,166,0
0,4280,4280,0,0,0,1712,0,4,0,6729,6729,0,1495,0,24,2701,0
211,196,196,285,313,345,200,197,200,226,144,144,321,294,338,287,409,377
0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0
0,0,0,96,0,0,0,0,0,0,31,31,0,393,0,0,0,0
7,87,87,0,77,0,52,164,48,0,0,0,107,0,106,0,0,81
65,81,81,103,0,22,0,0,0,0,0,0,0,0,0,0,96,255
0,101,101,58,0,0,29,5535,2223,0,0,0,0,24,0,0,0,5027
1883,0,0,0,0,969,0,1345,944,0,78,78,0,0,0,0,1450,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,216,216,50,0,114,0,0,372,123,104,104,36,47,0,0,0,0
0,244,244,0,0,0,0,112,102,0,161,161,0,0,0,115,0,0
0,0,0,169,169,0,62,111,0,0,0,0,75,69,75,171,0,156
194,205,205,441,0,482,0,0,0,359,349,349,436,0,474,378,187,447
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,253,0,0,86,424,0,0,0,0
2304,2130,2130,0,1765,0,0,0,1975,1194,2117,2117,2133,0,3016,0,0,0
150,206,206,0,147,157,131,164,231,114,0,0,181,191,0,143,182,148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
471,787,787,546,837,95,0,1221,0,1453,1003,1003,0,780,0,659,421,0
496,507,507,567,1664,1562,663,940,1182,959,1134,1134,233,1158,1030,2119,1661,946
0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
251,266,266,0,46,39,0,117,236,75,282,282,123,433,219,134,0,0
390,401,401,230,277,358,278,255,255,342,398,398,376,406,360,359,459,377
604,608,608,0,290,0,0,113,0,0,0,0,0,0,0,0,0,0
354,273,273,785,298,267,1118,355,168,226,357,357,496,464,2093,216,391,1184
130,104,104,0,0,0,0,0,49,109,73,73,0,0,88,0,91,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
395,278,278,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,98,0
0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,57,0
0,6,6,0,37,0,0,0,0,0,0,0,0,0,0,0,40,0
0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,130,541
0,0,0,60,0,0,0,0,10,0,0,0,90,0,105,0,134,101
0,111,111,166,0,112,0,0,0,0,157,157,262,248,26,0,0,286
388,0,0,0,0,281,1114,657,578,335,509,509,1156,626,1223,0,1347,0
0,0,0,0,40,0,0,42,0,0,0,0,0,0,0,0,0,0
0,495,495,381,331,625,575,0,0,656,0,0,0,315,0,0,0,0
0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,70,161,145,102,86,136,0,173,173,0,0,104,0,70,128
0,0,0,0,0,0,0,0,0,0,0,0,78,0,5,1028,0,0
522,506,506,0,438,243,485,569,486,452,520,520,486,501,453,341,427,259
584,333,333,684,636,449,434,464,525,268,316,316,369,475,423,286,411,417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,155,155,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,0
0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
458,213,213,482,165,141,205,399,448,187,367,367,214,154,453,418,423,16
0,805,805,925,0,0,992,0,0,518,0,0,0,587,1093,0,968,1093
106,0,0,0,132,0,0,110,0,0,0,0,133,0,151,0,199,164
0,0,0,11,0,0,0,28,0,0,0,0,0,54,32,0,0,2
0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,673,0,169
0,0,0,0,6,0,0,0,0,0,73,73,0,0,0,0,0,0
740,0,0,652,0,1018,1071,0,616,1151,1276,1276,962,0,729,0,749,623
0,129,129,0,0,0,881,0,142,637,0,0,706,0,0,0,0,0
0,0,0,0,0,0,0,0,447,0,0,0,0,0,189,0,0,0
0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0
0,23695,23695,603,202,342,356,466,502,0,589,589,229,0,0,282,0,133
91,0,0,0,0,236,0,700,105,133,169,169,0,293,0,290,0,367
0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,70,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0
179,272,272,435,590,422,173,405,193,351,134,134,223,589,646,373,448,331
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
244,250,250,244,84,0,67,155,0,254,0,0,66,68,145,376,136,291
0,0,0,67,0,4,0,0,0,0,0,0,0,0,0,0,201,109
453,447,447,0,0,0,584,0,532,496,558,558,0,0,787,841,882,0
0,0,0,0,885,0,0,0,0,0,592,592,0,0,848,0,1002,0
0,0,0,0,662,734,568,461,0,520,531,531,0,529,0,982,502,893
500,513,513,288,918,1229,0,172,576,641,575,575,0,701,0,0,1149,0
446,486,486,972,868,851,661,614,486,536,494,494,879,674,772,1067,1083,897
1187,1136,1136,1670,1793,1626,1489,1224,1565,1312,378,378,1548,1514,1565,1993,1871,3870
0,0,0,1089,0,1132,0,0,0,777,384,384,982,916,969,1588,1256,1245
0,547,547,6520,732,0,0,0,0,0,746,746,0,664,740,0,0,0
0,639,639,712,124,0,643,273,552,892,0,0,580,0,0,0,990,806
0,0,0,899,0,1250,0,0,240,0,966,966,979,0,1041,1450,1532,0
452,0,0,842,979,0,730,728,717,0,743,743,0,0,473,332,1214,0
741,713,713,1205,0,1306,0,0,0,844,870,870,1109,0,0,0,1528,0
946,858,858,951,430,1245,0,0,0,0,0,0,671,0,1027,1716,1287,1298
0,0,0,1248,1266,1299,0,969,936,0,0,0,0,0,1200,0,1478,0
0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1007,0,0,0,784,0,0,0,0,802,823,823,856,0,0,0,0,0
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
385,291,291,0,274,501,490,644,684,0,516,516,702,459,513,394,647,577
0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
493,0,0,0,0,372,0,223,0,0,0,0,295,336,0,0,238,0
0,0,0,0,0,0,0,54,0,19,0,0,95,0,15,0,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0
0,0,0,63,0,70,0,0,95,357,0,0,0,0,24,340,0,110
58,0,0,0,87,89,0,30,42,96,0,0,65,0,81,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
112,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,394,394,0,496,241,0,454,0,130,0,0,292,0,223,187,0,490
441,246,246,139,0,0,686,532,0,693,0,0,229,0,0,422,108,203
0,108,108,418,0,120,276,69,210,0,82,82,156,670,0,96,0,0
0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1930,1282,1282,556,614,11932,1675,1512,0,0,1784,1784,489,1305,280,449,360,1098
0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,689,689,313,496,0,396,0,272,610,628,628,687,0,412,792,0,0
194,212,212,0,148,256,185,0,0,224,203,203,280,0,216,175,0,257
1709,4307,4307,0,6588,3418,4728,3231,5666,7583,6093,6093,10637,4807,5773,6095,822,2094
34050,37144,37144,29348,34462,5803,7692,15094,2004,0,40241,40241,27071,2807,35310,44837,21075,29156
628,0,0,0,308,0,183,0,164,167,192,192,145,0,136,144,383,0
10177,22587,22587,15385,13131,22664,0,8509,12102,31607,9950,9950,15019,15493,26325,34306,19694,0
12434,0,0,110,6556,8863,8198,6229,0,11963,11204,11204,0,7125,8111,10041,4806,0
2356,3313,3313,7003,12108,6828,8160,9010,8887,3512,192,192,0,9326,8361,8226,14720,9166
18134,19628,19628,1757,18929,0,9639,17342,9538,6874,0,0,9712,0,20012,24665,21877,7794
25659,23613,23613,15940,22640,11337,21033,6151,18081,0,30545,30545,21547,0,21261,25111,24944,19000
351,297,297,186,305,346,278,0,0,351,0,0,328,276,0,0,396,338
12239,11018,11018,9974,13411,15220,0,7641,11878,25278,0,0,9194,7747,16116,6706,13768,10657
1090,662,662,455,462,0,0,532,0,0,606,606,523,295,555,0,301,510
18212,13625,13625,13105,16415,3500,8747,10007,10164,16846,12754,12754,3367,9989,17667,16525,0,11436
0,0,0,466,222,501,131,145,111,392,201,201,192,517,0,0,576,181
0,0,0,18,142,226,234,186,176,220,16,16,224,0,224,0,32,251
0,0,0,0,6331,18034,0,15650,14169,23409,9873,9873,16170,10581,8761,23025,12176,0
0,500,500,0,0,0,446,0,0,0,190,190,94,0,443,734,0,384
3594,19699,19699,5657,0,20847,2153,0,3627,16976,0,0,0,0,9966,0,10437,0
0,2555,2555,0,2139,0,9613,0,0,0,0,0,3708,9161,0,6452,0,0
563,467,467,0,0,525,0,0,409,534,563,563,0,559,614,274,513,520
29591,24503,24503,18569,23947,25538,12410,21198,9390,37239,37943,37943,24807,9038,25252,34585,27077,25403
0,5,5,345,369,0,306,395,33,568,0,0,100,419,237,180,455,472
461,310,310,0,0,0,124,204,202,463,500,500,164,156,180,405,258,187
0,325,325,0,323,0,0,288,0,435,358,358,0,0,454,501,0,0
17891,18213,18213,5348,22239,9275,21294,18823,17410,29207,26552,26552,9827,18047,0,28465,22870,15727
118,66,66,40,2688,66,69,91,0,137,0,0,129,109,154,0,51,136
11640,20912,20912,15536,0,0,10589,17448,5830,0,22242,22242,9642,16279,17156,0,20616,13000
198,0,0,0,193,224,92,91,32,228,139,139,0,213,169,133,239,0
25122,25075,25075,20593,24699,26494,24495,9804,20052,29881,30111,30111,18373,22252,24790,24270,14046,19247
12287,0,0,3603,0,14719,12071,2788,0,18693,0,0,0,0,0,0,11341,0
714,665,665,0,455,711,398,512,559,802,805,805,611,705,613,807,693,553
17659,0,0,0,0,18648,1751,17674,16155,15145,23183,23183,8466,1522,0,30954,17479,7208
0,0,0,0,0,0,0,320,394,0,0,0,0,0,0,0,304,0
0,23855,23855,7296,11251,0,10713,14364,11139,0,12978,12978,13571,11984,5939,0,0,7857
0,0,0,0,0,204,85,149,83,289,0,0,195,205,214,445,210,229
21777,22710,22710,0,28256,18925,0,0,13042,38908,0,0,0,4568,28184,0,21238,26687
27594,11538,11538,8615,0,11440,8242,9030,11736,14918,24582,24582,9762,3905,2277,40719,14597,22932
785,1145,1145,0,643,1071,815,0,0,0,1169,1169,1175,0,0,1405,0,0
17837,7925,7925,12674,0,16274,15743,0,0,0,0,0,15084,14441,0,21250,17135,0
0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9,0,90,0,0,212,354,0,0,426,0,435,9,347,293
350,0,0,97,280,0,229,90,302,0,149,149,261,224,0,587,337,144
0,0,0,5950,10212,5941,11861,5233,5353,18376,15656,15656,6441,5909,11568,13242,10918,7382
0,20239,20239,17727,0,0,17243,0,0,39173,0,0,0,2227,19144,0,0,26160
0,200,200,0,124,249,218,192,160,172,272,272,0,366,384,0,385,0
0,19294,19294,13709,0,9363,0,15310,15113,0,0,0,9789,10439,8851,29623,7407,0
0,0,0,0,0,0,282,0,0,0,0,0,0,151,303,0,352,0
26903,22386,22386,0,0,0,20726,14717,13476,0,0,0,13230,16731,19927,39052,0,21897
348,220,220,0,9939,334,0,0,0,457,303,303,200,259,131,0,303,0
12213,7704,7704,9243,11226,13732,17824,7966,12041,6664,13108,13108,17988,0,0,8369,26038,0
0,0,0,5343,10865,0,13544,0,0,0,0,0,0,7883,6058,0,0,17098
21330,11966,11966,3690,5425,0,16407,19916,0,0,0,0,14532,0,17367,0,10696,18379
29764,0,0,0,23515,0,13256,0,0,0,0,0,17545,18887,0,0,26890,0
0,0,0,0,14122,0,0,327,17792,0,4,4,0,12519,0,0,0,13665
0,0,0,0,0,0,0,3881,0,0,0,0,0,0,0,0,0,0
37283,35525,35525,28830,31946,20922,21042,30452,21644,39963,43839,43839,27813,29351,23952,34756,34121,31987
0,0,0,0,612,688,0,580,0,0,789,789,0,0,312,0,673,688
8912,5147,5147,0,11229,7528,6754,0,4185,0,6808,6808,5493,0,0,0,6955,4035
0,22103,22103,11454,0,24924,6320,0,0,0,0,0,19029,18676,0,0,0,0
40189,39695,39695,27789,36814,40476,37729,38650,40180,37495,41105,41105,15705,32542,42910,26775,41086,22379
9911,20096,20096,16261,10071,20307,13430,12172,13661,32009,17319,17319,2533,20234,23117,6678,11471,21929
142,373,373,406,0,172,154,0,558,0,386,386,868,143,167,148,0,169
24321,15555,15555,0,27707,6017,1073,9581,15861,12966,29517,29517,0,14478,8189,9970,8444,6458
627,590,590,0,0,0,459,535,0,0,0,0,0,649,708,0,752,0
41065,38314,38314,33384,17634,40779,14829,34099,110,10849,0,0,16687,45102,17684,14653,24588,0
23776,21095,21095,21024,22005,20149,20228,16636,7916,25954,16428,16428,22035,21797,25231,22210,18960,18457
28205,0,0,23761,17014,15955,0,0,13684,17671,42688,42688,18465,18108,0,18436,34553,35622
144,141,141,96,135,96,57,118,29,169,96,96,122,71,51,194,0,177
8058,19059,19059,0,0,2552,9095,6080,8187,0,21256,21256,13130,0,0,23394,0,6964
30120,28482,28482,26435,26406,25799,23623,23616,20586,25322,5325,5325,21406,24057,23736,23058,25676,25043
0,25858,25858,18225,0,37068,0,27375,2031,24317,0,0,0,0,27308,0,36324,0
53904,0,0,21552,0,0,30569,20148,0,0,0,0,16617,11721,23576,75931,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
158,0,0,0,98,92,119,0,91,176,171,171,141,82,163,200,0,0
17045,14368,14368,30,5902,9768,14342,6848,0,0,9703,9703,13138,9450,14807,21078,17010,9733
250,0,0,0,0,0,0,0,0,264,0,0,0,0,227,0,220,193
12641,10502,10502,3194,528,18121,9648,19316,20692,1399,3326,3326,0,0,14581,7672,16239,10720
266,0,0,0,226,246,216,0,0,0,278,278,281,0,0,385,271,135
32200,5544,5544,3015,17050,15295,23146,24083,0,18728,21369,21369,12101,22370,25511,43406,28146,24874
0,6483,6483,12175,8134,15852,12434,14397,10220,0,0,0,3206,14121,2961,7455,0,8035
510,0,0,318,386,462,0,307,0,0,0,0,454,201,440,928,446,473
4921,18505,18505,10756,10287,0,7250,18403,7889,30395,0,0,7358,12,0,0,22900,7484
250,1010,1010,240,133,0,346,0,281,485,0,0,0,0,469,131,176,491
22290,21917,21917,19622,21037,22512,19305,7680,19809,15396,23335,23335,17425,18548,19592,35742,21240,20083
32867,28836,28836,9004,18715,0,25199,25313,21045,31405,36901,36901,23256,17445,25734,0,29651,27194
0,172,172,107,83,0,0,0,116,0,202,202,0,0,210,452,0,216
14689,23360,23360,14100,0,27745,11141,0,23681,2953,0,0,3289,23528,8619,0,0,22195
434,168,168,0,329,611,297,313,324,557,448,448,0,0,0,638,0,250
0,18614,18614,15294,17262,16345,18550,17330,12637,27509,0,0,0,17489,13772,29153,20874,4477
0,0,0,113,76,0,15,0,0,346,0,0,92,0,443,408,0,0
0,0,0,0,0,97,3447,0,3564,13727,0,0,0,0,0,0,0,0
12962,6628,6628,8896,17114,8284,0,0,10979,0,0,0,1283,7969,8632,0,18341,0
116,1151,1151,408,398,180,0,533,695,205,178,178,607,602,230,197,589,242
24233,0,0,0,23240,25230,10076,18122,12488,0,26449,26449,0,20271,20708,19834,9233,0
282,0,0,0,226,0,321,231,0,0,0,0,0,358,0,0,321,0
0,0,0,0,0,0,0,1164,0,0,0,0,0,8316,0,0,0,0
0,47190,47190,0,47886,35619,21989,39077,13637,27751,49578,49578,0,27060,0,55623,19423,13418
15140,0,0,11729,18449,18656,16553,7978,0,0,0,0,11218,16020,12514,0,0,0
0,20401,20401,10572,13294,22973,8994,15640,16136,35670,0,0,19853,11606,6151,28151,29529,0
0,13963,13963,0,0,19182,0,0,11040,0,0,0,0,0,24924,0,0,14389
0,0,0,0,22643,0,14817,0,12088,39249,0,0,106,0,10277,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30052,0,0
0,4918,4918,0,3163,0,4891,69,1451,0,0,0,0,2699,0,0,0,2767
27251,25719,25719,24546,47617,23220,0,42247,43205,52465,0,0,24844,47452,21822,418,18663,124
