"INF06_01","INF06_02","INF06_03","INF24_01","INF24_02","INF24_03","INF48_01","INF48_02","INF48_03","CON06_01","CON06_02","CON06_03","CON24_01","CON24_02","CON24_03","CON48_01","CON48_02","CON48_03"
0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0
0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
0,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,33,33,30,57,0,0,6,10,3,0,0,20,24,15,0,63,7
1315,250,250,1248,976,1021,1162,410,1017,317,786,786,657,1105,121,126,1124,911
388,404,404,235,334,333,443,460,506,284,272,272,0,0,0,0,0,0
269,250,250,0,383,403,210,63,150,148,209,209,373,407,19,186,290,319
0,0,0,4,77,0,0,48,1885,0,0,0,1925,0,50,0,3045,0
88,124,124,5,113,150,92,0,0,131,98,98,110,97,109,103,128,123
3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,116,0,0
195,301,301,228,108,219,0,159,227,252,159,159,226,0,193,194,300,208
0,0,0,637,301,254,221,494,523,0,265,265,342,568,485,227,149,455
0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0
0,633,633,190,176,0,0,0,453,425,860,860,449,217,466,0,0,0
0,0,0,59,0,0,0,82,0,93,0,0,0,0,0,0,0,177
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,70,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,51,0,2,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,549,549,217,0,319,1020,878,0,795,342,342,911,831,860,96,758,556
0,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
152,174,174,194,129,138,139,162,121,240,244,244,229,130,139,207,6949,166
0,0,0,34,93,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,562,0,648,0,19568,0,0,0,0,0,0,4,0,391,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
784,0,0,728,496,523,514,530,551,0,387,387,542,827,523,837,245,932
0,253,253,300,312,222,432,248,230,0,0,0,142,0,171,0,0,0
0,518,518,485,0,554,411,9145,0,624,0,0,0,0,706,0,0,0
0,0,0,0,0,185,0,242,198,339,0,0,0,122,0,0,0,199
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,237,239,0,0,0,0,588,498,380,190,0,482
361,333,333,349,418,273,290,297,398,0,261,261,240,128,352,0,359,201
0,0,0,170,0,64,0,0,0,200,0,0,125,92,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0
0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
529,523,523,0,207,456,589,755,529,281,520,520,457,466,210,0,187,207
0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0
66,208,208,67,0,169,185,74,294,306,297,297,235,160,322,502,264,93
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,213,0,0,0,0,0,229,0,0,0
86,105,105,0,0,0,0,0,0,79,78,78,0,0,84,0,97,0
162,162,162,213,0,201,138,172,0,140,183,183,204,170,278,238,112,257
112,0,0,142,0,0,105,132,0,13602,117,117,162,0,109,0,0,0
72,50,50,0,0,0,0,0,40,46,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,116,0,0,147,0,0,0,0,0
0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0
281,30,30,0,0,0,0,0,0,0,254,254,45,5,0,0,0,0
0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
110,221,221,143,171,678,204,128,205,137,166,166,354,206,95,216,0,0
617,642,642,448,457,239,589,607,625,636,639,639,490,394,446,446,445,464
0,0,0,641,669,0,207,0,0,0,0,0,0,0,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
103,161,161,219,0,246,217,206,227,0,170,170,257,222,0,224,0,338
0,1143,1143,1813,2277,2063,1361,1374,1179,984,1046,1046,2451,1393,1997,1715,2411,2593
88,231,231,150,0,87,0,227,0,0,0,0,413,289,0,0,0,355
686,598,598,992,711,1988,865,1390,0,0,549,549,1918,1567,1074,0,991,1914
1440,1566,1566,0,2238,2229,1661,1728,1489,1719,0,0,2481,2154,0,0,2362,0
0,127,127,814,923,917,893,925,836,0,471,471,4306,0,493,622,0,64
436,1213,1213,1873,1004,1560,434,1590,96,405,1177,1177,335,584,1669,820,369,1031
0,0,0,170,306,140,318,0,0,0,0,0,156,157,984,239,0,173
2042,4612,4612,1954,3793,2953,3057,2539,26936,2167,2858,2858,6958,1904,2368,1630,1881,4938
427,377,377,512,393,414,382,531,541,330,336,336,267,278,263,133,153,192
0,148,148,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0
0,0,0,29,204,926,659,0,224,0,0,0,636,0,0,730,216,391
0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
651,697,697,761,663,522,331,609,678,1099,1231,1231,505,776,753,707,605,685
0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
91,242,242,0,0,61,0,40,0,0,6,6,0,0,0,0,0,0
0,0,0,23,0,0,0,0,0,0,0,0,0,62,0,69,0,0
0,757,757,57,0,0,0,0,47,0,0,0,0,0,0,0,0,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,0,0,11,7,0,0,0,0,0,9,0,0
240,17669,17669,277,243,429,201,368,76,0,51,51,0,280,342,0,267,100
0,0,0,0,0,1811,1534,0,1431,1312,0,0,1188,1732,0,0,0,2084
1156,320,320,316,293,342,275,0,305,0,593,593,367,353,0,544,0,0
38,102,102,22,0,0,30,93,0,104,0,0,0,0,52,603,0,84
0,142,142,0,409,751,347,383,0,0,342,342,222,444,0,717,0,792
344,981,981,1739,1445,706,792,393,390,268,867,867,1443,1245,582,856,1556,573
60,62,62,160,53,0,59,0,69,73,0,0,60,0,45,0,0,109
877,0,0,593,869,935,709,0,925,880,0,0,983,515,0,881,0,1132
136,0,0,0,321,312,127,209,0,0,157,157,579,0,268,190,0,316
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,663,663,833,816,607,451,407,648,318,355,355,938,912,1090,776,749,998
0,0,0,662,620,0,64,504,259,543,620,620,0,0,751,837,0,0
707,200,200,812,589,313,1360,499,1117,46,455,455,1178,1037,804,177,949,502
340,1592,1592,1798,91,0,1926,1934,319,1709,0,0,0,95,0,2267,99,0
0,2747,2747,1043,2824,0,1890,0,917,430,478,478,0,2535,310,552,2158,3192
898,545,545,437,421,724,346,423,894,364,785,785,1091,940,129,252,392,208
0,394,394,560,422,252,501,405,0,324,233,233,0,145,346,668,0,422
0,0,0,0,864,0,0,0,0,61,0,0,0,0,0,0,0,0
459,0,0,120,312,101,0,336,0,80,0,0,0,335,0,106,0,454
489,513,513,1209,969,1000,547,619,657,447,446,446,1076,1035,970,685,1155,1188
673,598,598,1313,0,487,716,470,382,651,0,0,1300,565,534,944,0,134
64,0,0,505,420,406,0,320,0,0,0,0,0,0,473,293,295,0
0,110,110,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0
0,0,0,0,0,0,104,0,103,0,0,0,0,0,0,0,0,0
0,0,0,0,875,1801,1775,3,978,0,1778,1778,1374,0,1791,1980,0,2161
0,0,0,0,0,0,0,0,18,0,148,148,0,0,0,0,0,0
368,0,0,1103,1136,530,876,420,0,0,243,243,665,1095,696,0,260,0
0,0,0,200,120,286,266,67,95,0,139,139,103,0,0,134,452,0
91,142,142,0,0,0,0,147,0,74,166,166,81,62,87,0,70,0
562,374,374,925,0,192,0,728,634,397,591,591,166,168,441,129,0,180
0,4,4,0,0,0,0,0,0,0,1933,1933,0,0,0,0,0,0
0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
111,196,196,297,0,267,0,0,0,45,231,231,280,127,299,0,0,0
138,0,0,0,88,0,22,88,78,0,0,0,108,112,0,172,96,123
606,671,671,648,510,665,586,549,656,612,696,696,639,628,687,568,493,478
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,1512,1512,2607,2655,2335,2755,1734,2688,751,586,586,3201,2940,2709,1700,1344,2658
208,222,222,182,0,172,144,119,19,246,0,0,155,62,26,269,0,125
66,0,0,0,0,0,0,0,99,200,1072,1072,0,198,0,358,268,1368
157,3058,3058,50,5098,64,2901,1179,2857,329,154,154,344,0,160,135,2083,8745
271,156,156,118,205,146,104,216,0,163,341,341,0,171,293,177,135,229
277,0,0,186,0,328,0,96,177,307,0,0,273,270,351,547,0,272
1070,179,179,0,65,0,124,0,0,246,0,0,0,0,171,0,0,0
636,625,625,511,306,334,435,0,262,706,755,755,627,257,569,424,0,0
0,0,0,0,0,0,0,0,203,482,0,0,751,562,473,2400,0,728
118,0,0,127,0,0,0,297,0,0,372,372,396,486,514,0,566,0
344,350,350,0,0,0,0,0,162,494,396,396,0,0,278,494,303,0
0,285,285,232,0,0,195,0,0,0,286,286,328,221,374,408,317,265
0,0,0,127,0,139,0,110,81,0,0,0,0,144,162,207,0,213
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154
240,0,0,0,246,204,341,182,156,0,269,269,78,308,225,202,376,314
218,0,0,0,230,285,401,404,0,483,430,430,1282,438,459,0,504,322
0,0,0,307,355,304,220,256,282,657,383,383,413,378,274,470,373,391
274,310,310,303,336,256,236,231,0,0,352,352,0,88,359,0,0,314
450,0,0,71,341,0,0,368,0,0,554,554,0,0,0,0,0,0
264,127,127,171,119,0,187,0,0,0,153,153,0,142,157,0,141,248
119,115,115,0,0,160,42,79,0,0,145,145,0,0,0,278,0,0
136,0,0,0,0,97,62,96,0,291,707,707,371,332,433,172,369,368
203,0,0,211,199,145,0,154,0,0,0,0,0,221,0,325,0,0
0,37,37,17,120,178,130,56,0,187,96,96,195,99,119,0,148,110
415,0,0,405,415,396,397,0,349,0,430,430,0,410,0,0,456,580
225,0,0,0,0,0,181,198,0,293,225,225,251,0,0,0,0,257
0,798,798,509,584,514,502,745,0,437,883,883,589,0,0,0,509,643
338,341,341,225,263,0,258,109,129,360,310,310,0,0,294,126,247,0
551,321,321,334,298,263,348,232,450,547,349,349,412,297,435,716,537,216
0,224,224,166,245,275,42,141,156,0,132,132,244,0,167,515,228,272
0,415,415,336,385,0,0,357,0,192,428,428,345,373,400,342,0,152
330,285,285,263,286,292,68,90,283,346,283,283,0,227,0,316,269,273
0,152,152,0,153,0,0,0,0,0,168,168,158,0,0,276,148,0
0,0,0,8,0,0,0,193,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1174,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
189,0,0,106,66,113,0,0,92,0,278,278,0,0,0,55,0,102
322,0,0,0,0,0,338,293,0,0,317,317,315,296,320,576,0,398
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,159,176,0,0,342,0,0,0,0,4,0,24,0,0
186,330,330,0,263,240,0,0,0,0,355,355,255,0,245,0,0,266
0,311,311,484,462,488,0,286,75,325,239,239,253,528,621,483,606,507
0,0,0,163,0,0,0,111,0,0,0,0,0,0,0,0,0,0
110,129,129,510,0,110,129,204,209,420,276,276,81,506,94,263,738,53
203,747,747,476,202,262,250,186,470,170,606,606,444,333,597,294,356,300
0,110,110,0,0,0,106,0,213,49,148,148,138,220,0,55,0,0
0,153,153,0,0,0,200,0,113,223,231,231,0,102,0,0,84,200
385,248,248,402,501,675,476,0,351,195,612,612,230,0,0,317,489,257
38,177,177,148,122,162,0,160,283,0,397,397,521,126,0,0,301,0
0,0,0,668,196,399,0,0,279,0,0,0,420,392,412,0,0,1149
0,0,0,63,0,0,0,62,664,0,0,0,0,37,0,135,155,37
0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0
0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,6,0,4,4,0,8,0,4,0,0
0,0,0,161,113,288,231,0,140,0,196,196,205,102,210,0,3,0
144,187,187,0,260,0,0,121,0,120,138,138,156,0,0,153,0,173
0,0,0,0,0,4,0,7,0,0,9,9,0,0,6,0,0,0
0,0,0,176,0,178,0,130,0,0,0,0,137,141,199,144,0,222
0,696,696,0,113,0,0,0,0,0,0,0,0,831,0,0,0,660
366,358,358,512,0,541,1067,751,364,598,0,0,639,0,612,984,675,526
33,0,0,0,0,30,0,134,163,0,0,0,0,37,0,0,0,40
0,0,0,378,423,461,0,425,206,0,735,735,228,384,0,0,404,0
306,92,92,373,0,472,652,700,908,1738,940,940,518,503,1349,1633,1099,1515
0,0,0,0,0,954,860,0,0,1036,432,432,0,849,0,1296,0,995
96,98,98,82,99,318,108,0,0,75,0,0,131,148,152,0,114,81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,546,277,0,342,1296,1296,21,677,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,247,0,71,0,280,276,0,0,0,0,0,202,0,0
428,460,460,417,202,268,514,464,423,490,287,287,303,199,544,116,411,254
0,0,0,171,0,0,0,0,0,0,70,70,0,6,0,0,0,0
210,254,254,117,0,0,0,0,0,295,262,262,269,373,90,307,470,295
0,0,0,121,0,0,0,0,0,0,0,0,98,0,0,0,103,0
556,413,413,486,164,824,434,31,545,339,402,402,839,397,0,408,1377,493
0,308,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0
0,0,0,0,446,0,266,254,1486,218,0,0,0,0,119,161,0,0
0,510,510,0,0,0,0,311,923,748,0,0,0,330,0,0,285,0
0,0,0,0,0,0,0,0,0,37,0,0,0,93,46,0,0,0
84,4,4,23,31,0,0,474,128,31,42,42,195,641,0,0,36,592
673,0,0,816,604,607,0,834,913,0,0,0,413,0,538,431,0,283
0,544,544,462,393,0,0,456,0,439,614,614,0,0,443,0,190,0
0,0,0,5,31,0,25,0,10,0,0,0,34,45,42,48,42,0
0,0,0,0,0,874,0,0,0,1546,0,0,0,0,0,458,0,0
0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,101,101,662,866,289,501,379,733,733,479,479,566,884,635,1498,609,280
177,142,142,98,0,106,59,0,68,118,156,156,0,61,0,105,0,93
153,145,145,0,0,172,58,0,0,0,0,0,0,0,181,0,0,0
712,625,625,877,882,908,785,860,832,704,562,562,1002,978,970,457,932,608
0,0,0,0,0,0,0,0,0,0,597,597,501,0,0,767,0,0
6,0,0,16,0,0,0,18,0,0,0,0,0,0,0,0,76,0
0,73,73,214,635,0,65,182,168,110,106,106,117,104,81,150,35,55
320,102,102,0,262,273,3,843,574,270,0,0,0,0,0,0,0,456
0,303,303,0,0,0,167,332,0,86,0,0,0,0,0,47,47,49
0,0,0,172,0,0,0,146,132,0,0,0,0,0,0,137,169,157
0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,99,0,0
120,54,54,116,294,0,80,392,0,0,0,0,229,319,470,259,0,138
0,0,0,0,0,137,0,63,77,0,70,70,90,0,95,0,153,175
97,71,71,0,0,0,0,0,0,36,81,81,97,0,64,0,109,0
413,109,109,482,178,40123,125,0,0,446,511,511,167,382,574,238,0,0
909,681,681,455,423,0,564,464,433,733,826,826,430,535,504,552,482,347
162,162,162,0,186,133,165,44,52,0,0,0,139,0,211,0,173,0
0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0
189,198,198,417,362,409,191,0,166,0,228,228,435,519,432,303,490,533
0,0,0,14,0,3,0,0,0,338,17,17,0,0,0,0,0,0
627,0,0,636,0,0,641,168,914,752,745,745,0,194,656,105,183,110
0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,150,0,0,11,0,0,118,0,0,151,171,0,100,219,0
224,119,119,94,0,185,0,0,0,0,235,235,311,119,0,409,306,247
168,104,104,0,54,0,77,0,92,106,159,159,173,0,85,0,63,61
0,0,0,0,1807,0,3130,0,2675,0,1482,1482,26878,0,0,0,1760,0
0,0,0,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0
62356,58988,58988,64112,60937,60255,76958,80209,84711,53745,64790,64790,56177,60121,62993,38740,65571,64124
0,0,0,55,0,0,0,0,0,0,0,0,47,34,0,43,48,45
54,0,0,0,0,64,94,77,118,173,0,0,0,0,83,86,0,188
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7638,0,0,0,0,0,0,0,0
515,0,0,840,818,705,449,0,0,597,0,0,0,872,435,570,765,0
0,0,0,0,0,0,1173,834,1021,1025,1203,1203,1271,1035,1200,1517,0,0
967,0,0,589,631,1267,900,894,601,0,0,0,659,394,1348,1599,1431,571
0,173,173,198,195,109,41,131,0,0,175,175,0,244,55,284,257,215
129,0,0,226,0,0,0,170,31,0,0,0,192,182,162,203,70,242
0,0,0,0,0,0,0,0,0,0,3980,3980,0,0,0,0,0,0
151,0,0,439,497,0,0,301,300,335,282,282,488,0,563,0,0,476
73,0,0,39,0,110,0,0,0,0,0,0,18,0,0,150,108,0
1073,1090,1090,3786,1369,1301,1238,1287,1295,980,1102,1102,1258,1514,1484,919,1451,1357
292,0,0,0,296,288,0,0,280,0,0,0,0,0,317,294,150,0
0,140,140,0,0,337,0,0,298,0,0,0,0,379,432,0,0,464
247,399,399,363,274,432,677,699,308,881,752,752,827,48,203,975,295,226
0,52,52,50,79,0,43,0,0,65,54,54,0,44,0,122,0,0
67,80,80,0,0,0,0,0,54,81,48,48,0,44,0,0,0,64
0,0,0,881,0,0,60,128,0,711,291,291,990,997,976,395,0,0
765,748,748,701,750,789,2146,594,672,570,834,834,824,705,821,703,0,707
0,523,523,356,0,459,389,0,382,591,479,479,433,0,0,686,403,0
66,61,61,69,71,0,0,0,0,0,62,62,76,73,0,112,0,0
248,280,280,0,0,299,0,201,0,223,0,0,0,0,0,0,254,0
205,570,570,305,0,524,0,429,0,462,242,242,549,0,413,0,0,0
0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,182,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13924,0
670,719,719,0,667,213,547,72,0,848,0,0,0,0,387,276,158,231
163,0,0,0,312,0,0,0,170,312,335,335,334,110,0,284,0,174
84,0,0,0,0,0,0,99,0,90,0,0,0,0,0,93,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,98,0,171,0,137,133,408,408,0,0,0,0,0,213
0,303,303,0,0,0,343,496,413,0,438,438,114,399,267,0,269,197
0,0,0,0,0,0,0,0,446,0,0,0,0,0,201,0,0,0
434,444,444,408,359,339,466,0,455,384,501,501,459,557,349,672,556,537
649,0,0,66,954,0,1799,1089,80,460,0,0,1333,575,0,61,63,0
0,0,0,0,0,0,0,0,0,0,2765,2765,0,2080,0,1692,0,0
315,0,0,0,406,397,0,0,0,342,320,320,468,0,378,0,0,467
162,107,107,146,91,71,0,297,156,0,87,87,72,109,77,99,0,109
0,0,0,0,357,168,152,371,236,134,159,159,233,318,459,154,209,236
0,0,0,0,0,0,0,0,124,47,0,0,116,134,74,0,0,0
0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0
788,656,656,0,0,0,622,670,407,543,0,0,375,372,0,0,0,0
427,1031,1031,546,373,398,555,342,444,1005,958,958,388,580,516,199,227,386
0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,17,10,120,0,0,0,0,46,0,0,0,0,11,0,0,0
0,0,0,139,123,125,88,85,102,0,67,67,0,97,92,0,101,101
347,265,265,237,177,216,376,315,0,344,0,0,452,349,0,209,387,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,90
0,25,25,72,4,0,0,41,0,0,39,39,0,0,0,118,43,0
146,0,0,202,186,211,91,285,113,0,107,107,227,0,211,309,365,204
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,0,0,134,0,0,0,0,223,0,2,2,0,0,0,0,0,134
94,104,104,0,0,0,114,0,97,0,62,62,0,0,0,0,0,0
0,0,0,0,76,0,0,42,0,0,46,46,0,7,0,64,107,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,40,40,59,0,70,0,0,53,0,0,0,42,45,0,57,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,10
0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,187,187,445,176,391,246,270,141,376,748,748,849,638,269,297,422,364
166,186,186,299,279,292,281,289,155,261,261,261,197,204,230,270,311,345
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1519,1584,1584,1736,1550,1626,1518,1426,1558,1403,1552,1552,1788,1850,1739,1317,1733,10561
257,0,0,182,266,270,0,0,162,0,109,109,0,0,230,0,265,246
0,0,0,0,15,0,0,41,0,166,0,0,137,0,0,0,0,0
380,0,0,0,0,0,376,310,294,0,0,0,392,309,0,406,171,370
0,0,0,0,0,42,21,0,102,76,0,0,0,98,0,111,81,92
0,0,0,27,0,0,0,0,221,0,0,0,0,231,0,0,0,0
0,0,0,413,641,239,0,0,0,0,0,0,621,0,0,0,472,320
0,1276,1276,0,0,0,0,0,0,0,132,132,0,0,0,150,0,62
722,838,838,755,0,830,778,776,342,904,637,637,0,667,863,0,455,911
0,0,0,85,87,0,0,0,0,165,185,185,0,0,94,0,0,109
0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,731,731,898,763,534,1147,1086,1269,579,597,597,0,521,215,369,319,231
0,0,0,284,0,0,0,0,0,0,0,0,0,4,320,0,197,94
3598,3732,3732,4080,1726,2266,3003,3052,3584,3200,3482,3482,3053,2914,3808,2466,3183,2309
0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27,0,0,21,0,85,0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,0,46,0,0,0,0,0,0,0,0,0,0
0,0,0,23,0,0,0,29,0,17,0,0,0,0,0,0,0,0
1656,1670,1670,1526,1340,1364,2027,2355,2256,1458,1508,1508,1431,1543,1374,920,1146,1165
13010,0,0,0,0,0,0,0,0,91,0,0,0,0,0,97,0,0
0,198,198,0,175,32,320,147,489,0,316,316,0,0,19,0,199,0
233,0,0,0,0,0,0,139,0,0,160,160,0,225,0,0,0,0
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,453,0,0,0,0,0,0,0,0,104,0,0,0
0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0
0,953,953,275,0,0,0,286,0,1205,0,0,503,0,138,597,0,0
778,1452,1452,690,1554,592,1239,5,1188,0,498,498,407,0,180,1166,587,1317
0,0,0,0,0,0,77,0,0,0,0,0,0,539,0,0,0,0
0,40,40,0,0,85,0,0,70,63,0,0,0,194,16,102,145,0
60,76,76,47,0,75,86,68,0,0,66,66,74,23,92,0,110,0
68,0,0,0,79,0,49,0,48,69,59,59,0,123,0,75,49,278
181,214,214,156,188,0,0,167,0,256,236,236,0,0,0,293,0,130
171,151,151,97,0,192,0,138,0,0,82,82,176,0,318,133,258,88
0,0,0,0,111,567,0,0,0,360,209,209,0,216,59,0,430,480
0,0,0,75,0,0,0,0,0,0,0,0,0,0,83,0,92,0
505,414,414,514,680,520,530,364,297,338,511,511,532,221,696,644,703,542
0,0,0,335,0,0,210,175,380,0,0,0,372,156,0,0,0,0
0,0,0,81,0,0,58,0,0,59,64,64,93,0,90,0,0,82
0,121,121,60,112,111,0,0,0,0,0,0,101,101,0,0,0,125
0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,115,0,0
0,243,243,0,260,284,210,211,68,233,209,209,280,300,346,0,0,0
0,0,0,0,66,38,0,46,36,67,0,0,0,0,0,83,0,86
0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
0,0,0,31,208,148,113,91,40,134,0,0,0,0,0,271,0,0
133,0,0,108,109,0,0,0,0,118,0,0,0,0,0,214,143,139
107,198,198,0,202,0,0,118,0,0,188,188,0,0,0,303,140,221
412,224,224,326,239,134,341,103,0,0,146,146,0,329,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,244,194,0,428,0,0
0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,619,619,0,0,452,87,0,476,0,493,493,226,195,518,0,204,0
1179,1026,1026,1447,1629,1624,1350,1650,1413,1132,1236,1236,1583,1686,1847,1541,1348,1075
0,240,240,314,246,55,263,187,259,0,173,173,223,240,243,136,0,179
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
728,348,348,412,33,405,180,233,393,71,323,323,376,269,373,356,368,173
0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
125,0,0,0,122,0,132,0,0,0,0,0,0,159,0,0,0,0
0,0,0,19,0,0,43,0,0,0,0,0,0,0,0,0,0,0
51,66,66,44,65,74,69,0,74,0,0,0,0,0,0,97,76,0
92,0,0,51,0,0,0,0,0,0,0,0,0,0,60,0,57,0
679,0,0,0,0,483,692,0,617,0,0,0,379,494,0,490,0,466
641,237,237,125,142,80,170,343,203,582,492,492,100,0,220,222,0,0
201,185,185,124,0,155,114,0,47,180,0,0,132,252,0,0,0,222
0,0,0,0,9,0,0,12,0,0,0,0,0,0,4,0,0,0
0,293,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,677,1000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,69,0,0,0,0,0,0,164,0,154,0,0
0,0,0,0,0,20,0,0,95,0,0,0,126,0,0,0,137,96
0,1028,1028,941,976,0,147,0,775,545,406,406,0,496,866,684,905,927
271,361,361,374,0,92,0,0,0,434,265,265,0,0,0,0,0,0
156,67,67,0,78,0,0,56,57,0,71,71,0,0,0,0,0,0
82,136,136,0,112,349,197,246,241,238,0,0,0,97,33,287,0,69
